Number:0, mass:1, radius:0.001
time,x,y,z
7.54, 0.688345, 0.556587, 0.72072
7.55, 0.629171, 0.131779, 0.882196
7.56, 0.569996, 0.70697, 0.0436712
7.57, 0.510822, 0.282162, 0.205147
7.58, 0.451647, 0.857354, 0.366622
7.59, 0.392472, 0.432545, 0.528098
7.6, 0.333298, 0.00773673, 0.689573
7.61, 0.274123, 0.582928, 0.851049
7.62, 0.214949, 0.15812, 0.012524
7.63, 0.155774, 0.733311, 0.173999
7.64, 0.0965999, 0.308503, 0.335475
7.65, 0.0374254, 0.883695, 0.49695
7.66, 0.978251, 0.458886, 0.658426
7.67, 0.919076, 0.0340778, 0.819901
7.68, 0.859902, 0.609269, 0.981377
7.69, 0.800727, 0.184461, 0.142852
7.7, 0.741553, 0.759653, 0.304328
7.71, 0.682378, 0.334844, 0.465803
7.72, 0.623204, 0.910036, 0.627279
7.73, 0.564029, 0.485227, 0.788754
7.74, 0.504855, 0.0604188, 0.950229
7.75, 0.44568, 0.63561, 0.111705
7.76, 0.386506, 0.210802, 0.27318
7.77, 0.327331, 0.785994, 0.434656
7.78, 0.268157, 0.361185, 0.596131
7.79, 0.208982, 0.936377, 0.757607
7.8, 0.149808, 0.511568, 0.919082
7.81, 0.090633, 0.0867599, 0.0805577
7.82, 0.0314585, 0.661951, 0.242033
7.83, 0.972284, 0.237143, 0.403509
7.84, 0.913109, 0.812335, 0.564984
7.85, 0.853935, 0.387526, 0.726459
7.86, 0.79476, 0.962718, 0.887935
7.87, 0.735586, 0.537909, 0.0494104
7.88, 0.676411, 0.113101, 0.210886
7.89, 0.617237, 0.688293, 0.372361
7.9, 0.558062, 0.263484, 0.533837
7.91, 0.498888, 0.838676, 0.695312
7.92, 0.439713, 0.413867, 0.856788
7.93, 0.380539, 0.989059, 0.0182632
7.94, 0.321364, 0.56425, 0.179739
7.95, 0.26219, 0.139442, 0.341214
7.96, 0.203015, 0.714634, 0.50269
7.97, 0.143841, 0.289825, 0.664165
7.98, 0.0846662, 0.865017, 0.82564
7.99, 0.0254917, 0.440208, 0.987116
8, 0.966317, 0.0153999, 0.148591
8.01, 0.907143, 0.590592, 0.310067
8.02, 0.847968, 0.165783, 0.471542
8.03, 0.788794, 0.740975, 0.633018
8.04, 0.729619, 0.316166, 0.794493
8.05, 0.670445, 0.891358, 0.955969
8.06, 0.61127, 0.466549, 0.117444
8.07, 0.552095, 0.041741, 0.27892
8.08, 0.492921, 0.616933, 0.440395
8.09, 0.433746, 0.192124, 0.60187
8.1, 0.374572, 0.767316, 0.763346
8.11, 0.315397, 0.342507, 0.924821
8.12, 0.256223, 0.917699, 0.0862968
8.13, 0.197048, 0.49289, 0.247772
8.14, 0.137874, 0.068082, 0.409248
8.15, 0.0786993, 0.643274, 0.570723
8.16, 0.0195248, 0.218465, 0.732199
8.17, 0.96035, 0.793657, 0.893674
8.18, 0.901176, 0.368848, 0.0551496
8.19, 0.842001, 0.94404, 0.216625
8.2, 0.782827, 0.519232, 0.378101
8.21, 0.723652, 0.0944231, 0.539576
8.22, 0.664478, 0.669615, 0.701051
8.23, 0.605303, 0.244806, 0.862527
8.24, 0.546129, 0.819998, 0.0240023
8.25, 0.486954, 0.395189, 0.185478
8.26, 0.42778, 0.970381, 0.346953
8.27, 0.368605, 0.545573, 0.508429
8.28, 0.309431, 0.120764, 0.669904
8.29, 0.250256, 0.695956, 0.83138
8.3, 0.191082, 0.271147, 0.992855
8.31, 0.131907, 0.846339, 0.154331
8.32, 0.0727325, 0.42153, 0.315806
8.33, 0.013558, 0.996722, 0.477281
8.34, 0.954383, 0.571914, 0.638757
8.35, 0.895209, 0.147105, 0.800232
8.36, 0.836034, 0.722297, 0.961708
8.37, 0.77686, 0.297488, 0.123183
8.38, 0.717685, 0.87268, 0.284659
8.39, 0.658511, 0.447872, 0.446134
8.4, 0.599336, 0.0230631, 0.60761
8.41, 0.540162, 0.598255, 0.769085
8.42, 0.480987, 0.173446, 0.930561
8.43, 0.421813, 0.748638, 0.092036
8.44, 0.362638, 0.323829, 0.253511
8.45, 0.303464, 0.899021, 0.414987
8.46, 0.244289, 0.474213, 0.576462
8.47, 0.185115, 0.0494042, 0.737938
8.48, 0.12594, 0.624596, 0.899413
8.49, 0.0667656, 0.199787, 0.0608888
8.5, 0.00759111, 0.774979, 0.222364
8.51, 0.948417, 0.35017, 0.38384
8.52, 0.889242, 0.925362, 0.545315
8.53, 0.830068, 0.500554, 0.706791
8.54, 0.770893, 0.0757452, 0.868266
8.55, 0.711719, 0.650937, 0.0297415
8.56, 0.652544, 0.226128, 0.191217
8.57, 0.593369, 0.80132, 0.352692
8.58, 0.534195, 0.376512, 0.514168
8.59, 0.47502, 0.951703, 0.675643
8.6, 0.415846, 0.526895, 0.837119
8.61, 0.356671, 0.102086, 0.998594
8.62, 0.297497, 0.677278, 0.16007
8.63, 0.238322, 0.252469, 0.321545
8.64, 0.179148, 0.827661, 0.483021
8.65, 0.119973, 0.402853, 0.644496
8.66, 0.0607988, 0.978044, 0.805972
8.67, 0.00162427, 0.553236, 0.967447
8.68, 0.94245, 0.128427, 0.128922
8.69, 0.883275, 0.703619, 0.290398
8.7, 0.824101, 0.278811, 0.451873
8.71, 0.764926, 0.854002, 0.613349
8.72, 0.705752, 0.429194, 0.774824
8.73, 0.646577, 0.00438525, 0.9363
8.74, 0.587403, 0.579577, 0.0977752
8.75, 0.528228, 0.154768, 0.259251
8.76, 0.469054, 0.72996, 0.420726
8.77, 0.409879, 0.305152, 0.582202
8.78, 0.350705, 0.880343, 0.743677
8.79, 0.29153, 0.455535, 0.905152
8.8, 0.232355, 0.0307263, 0.0666279
8.81, 0.173181, 0.605918, 0.228103
8.82, 0.114006, 0.181109, 0.389579
8.83, 0.0548319, 0.756301, 0.551054
8.84, 0.995657, 0.331493, 0.71253
8.85, 0.936483, 0.906684, 0.874005
8.86, 0.877308, 0.481876, 0.0354807
8.87, 0.818134, 0.0570674, 0.196956
8.88, 0.758959, 0.632259, 0.358432
8.89, 0.699785, 0.207451, 0.519907
8.9, 0.64061, 0.782642, 0.681383
8.91, 0.581436, 0.357834, 0.842858
8.92, 0.522261, 0.933025, 0.00433344
8.93, 0.463087, 0.508217, 0.165809
8.94, 0.403912, 0.0834084, 0.327284
8.95, 0.344738, 0.6586, 0.48876
8.96, 0.285563, 0.233792, 0.650235
8.97, 0.226389, 0.808983, 0.811711
8.98, 0.167214, 0.384175, 0.973186
8.99, 0.10804, 0.959366, 0.134662
9, 0.0488651, 0.534558, 0.296137
9.01, 0.989691, 0.109749, 0.457613
9.02, 0.930516, 0.684941, 0.619088
9.03, 0.871342, 0.260133, 0.780563
9.04, 0.812167, 0.835324, 0.942039
9.05, 0.752992, 0.410516, 0.103514
9.06, 0.693818, 0.985707, 0.26499
9.07, 0.634643, 0.560899, 0.426465
9.08, 0.575469, 0.136091, 0.587941
9.09, 0.516294, 0.711282, 0.749416
9.1, 0.45712, 0.286474, 0.910892
9.11, 0.397945, 0.861665, 0.0723671
9.12, 0.338771, 0.436857, 0.233843
9.13, 0.279596, 0.0120484, 0.395318
9.14, 0.220422, 0.58724, 0.556793
9.15, 0.161247, 0.162432, 0.718269
9.16, 0.102073, 0.737623, 0.879744
9.17, 0.0428982, 0.312815, 0.0412199
9.18, 0.983724, 0.888006, 0.202695
9.19, 0.924549, 0.463198, 0.364171
9.2, 0.865375, 0.0383895, 0.525646
9.21, 0.8062, 0.613581, 0.687122
9.22, 0.747026, 0.188773, 0.848597
9.23, 0.687851, 0.763964, 0.0100726
9.24, 0.628677, 0.339156, 0.171548
9.25, 0.569502, 0.914347, 0.333024
9.26, 0.510328, 0.489539, 0.494499
9.27, 0.451153, 0.0647306, 0.655974
9.28, 0.391979, 0.639922, 0.81745
9.29, 0.332804, 0.215114, 0.978925
9.3, 0.273629, 0.790305, 0.140401
9.31, 0.214455, 0.365497, 0.301876
9.32, 0.15528, 0.940688, 0.463352
9.33, 0.0961059, 0.51588, 0.624827
9.34, 0.0369314, 0.0910716, 0.786303
9.35, 0.977757, 0.666263, 0.947778
9.36, 0.918582, 0.241455, 0.109254
9.37, 0.859408, 0.816646, 0.270729
9.38, 0.800233, 0.391838, 0.432204
9.39, 0.741059, 0.96703, 0.59368
9.4, 0.681884, 0.542221, 0.755155
9.41, 0.62271, 0.117413, 0.916631
9.42, 0.563535, 0.692604, 0.0781063
9.43, 0.504361, 0.267796, 0.239582
9.44, 0.445186, 0.842987, 0.401057
9.45, 0.386012, 0.418179, 0.562533
9.46, 0.326837, 0.993371, 0.724008
9.47, 0.267663, 0.568562, 0.885484
9.48, 0.208488, 0.143754, 0.046959
9.49, 0.149314, 0.718945, 0.208435
9.5, 0.0901391, 0.294137, 0.36991
9.51, 0.0309645, 0.869328, 0.531385
9.52, 0.97179, 0.44452, 0.692861
9.53, 0.912615, 0.0197116, 0.854336
9.54, 0.853441, 0.594903, 0.0158118
9.55, 0.794266, 0.170095, 0.177287
9.56, 0.735092, 0.745286, 0.338763
9.57, 0.675917, 0.320478, 0.500238
9.58, 0.616743, 0.89567, 0.661714
9.59, 0.557568, 0.470861, 0.823189
9.6, 0.498394, 0.0460527, 0.984665
9.61, 0.439219, 0.621244, 0.14614
9.62, 0.380045, 0.196436, 0.307615
9.63, 0.32087, 0.771627, 0.469091
9.64, 0.261696, 0.346819, 0.630566
9.65, 0.202521, 0.922011, 0.792042
9.66, 0.143347, 0.497202, 0.953517
9.67, 0.0841722, 0.0723938, 0.114993
9.68, 0.0249977, 0.647585, 0.276468
9.69, 0.965823, 0.222777, 0.437944
9.7, 0.906649, 0.797968, 0.599419
9.71, 0.847474, 0.37316, 0.760895
9.72, 0.7883, 0.948352, 0.92237
9.73, 0.729125, 0.523543, 0.0838455
9.74, 0.669951, 0.0987348, 0.245321
9.75, 0.610776, 0.673926, 0.406796
9.76, 0.551602, 0.249118, 0.568272
9.77, 0.492427, 0.82431, 0.729747
9.78, 0.433252, 0.399501, 0.891223
9.79, 0.374078, 0.974693, 0.0526982
9.8, 0.314903, 0.549884, 0.214174
9.81, 0.255729, 0.125076, 0.375649
9.82, 0.196554, 0.700267, 0.537125
9.83, 0.13738, 0.275459, 0.6986
9.84, 0.0782054, 0.850651, 0.860076
9.85, 0.0190308, 0.425842, 0.021551
9.86, 0.959856, 0.00103377, 0.183026
9.87, 0.900682, 0.576225, 0.344502
9.88, 0.841507, 0.151417, 0.505977
9.89, 0.782333, 0.726609, 0.667453
9.9, 0.723158, 0.3018, 0.828928
9.91, 0.663984, 0.876992, 0.990404
9.92, 0.604809, 0.452183, 0.151879
9.93, 0.545635, 0.0273748, 0.313355
9.94, 0.48646, 0.602566, 0.47483
9.95, 0.427286, 0.177758, 0.636306
9.96, 0.368111, 0.75295, 0.797781
9.97, 0.308937, 0.328141, 0.959256
9.98, 0.249762, 0.903333, 0.120732
9.99, 0.190588, 0.478524, 0.282207
Number:2, mass:1, radius:0.001
time,x,y,z
0, 0.431149, 0.0108002, 0.0501257
0.01, 0.43087, 0.0102524, 0.0504512
0.02, 0.430591, 0.0097046, 0.0507768
0.03, 0.430312, 0.00915689, 0.0511025
0.04, 0.430033, 0.00860924, 0.0514282
0.05, 0.429754, 0.00806164, 0.051754
0.06, 0.429475, 0.0075141, 0.0520799
0.07, 0.429197, 0.00696662, 0.0524059
0.08, 0.428918, 0.00641919, 0.0527319
0.09, 0.428639, 0.00587182, 0.053058
0.1, 0.42836, 0.0053245, 0.0533842
0.11, 0.428081, 0.00477725, 0.0537104
0.12, 0.427803, 0.00423004, 0.0540367
0.13, 0.427524, 0.00368289, 0.0543631
0.14, 0.427246, 0.0031358, 0.0546896
0.15, 0.426967, 0.00258876, 0.0550161
0.16, 0.426688, 0.00204178, 0.0553426
0.17, 0.42641, 0.00149485, 0.0556693
0.18, 0.426132, 1.00095, 0.055996
0.19, 0.425854, 1.0004, 0.056323
0.2, 0.425579, 0.99985, 0.0566505
0.21, 0.425305, 0.999298, 0.0569784
0.22, 0.425034, 0.998744, 0.0573069
0.23, 0.424766, 0.998186, 0.0576362
0.24, 0.424502, 0.997624, 0.0579664
0.25, 0.424242, 0.997058, 0.0582976
0.26, 0.423986, 0.996488, 0.0586297
0.27, 0.423734, 0.995914, 0.0589628
0.28, 0.423487, 0.995336, 0.0592968
0.29, 0.423243, 0.994753, 0.0596319
0.3, 0.423004, 0.994166, 0.0599679
0.31, 0.422769, 0.993575, 0.060305
0.32, 0.422539, 0.992979, 0.0606431
0.33, 0.422313, 0.992379, 0.0609823
0.34, 0.422092, 0.991775, 0.0613226
0.35, 0.421876, 0.991166, 0.0616639
0.36, 0.421664, 0.990553, 0.0620064
0.37, 0.421457, 0.989935, 0.06235
0.38, 0.421255, 0.989313, 0.0626948
0.39, 0.421058, 0.988685, 0.0630407
0.4, 0.420866, 0.988054, 0.0633879
0.41, 0.42068, 0.987417, 0.0637362
0.42, 0.420498, 0.986776, 0.0640858
0.43, 0.420322, 0.98613, 0.0644367
0.44, 0.420152, 0.985479, 0.0647889
0.45, 0.419987, 0.984823, 0.0651424
0.46, 0.419828, 0.984162, 0.0654972
0.47, 0.419675, 0.983496, 0.0658534
0.48, 0.419528, 0.982825, 0.066211
0.49, 0.419386, 0.982149, 0.06657
0.5, 0.419251, 0.981467, 0.0669305
0.51, 0.419123, 0.98078, 0.0672925
0.52, 0.419001, 0.980088, 0.067656
0.53, 0.418885, 0.97939, 0.0680211
0.54, 0.418777, 0.978687, 0.0683877
0.55, 0.418675, 0.977978, 0.068756
0.56, 0.41858, 0.977263, 0.0691259
0.57, 0.418493, 0.976542, 0.0694976
0.58, 0.418413, 0.975816, 0.069871
0.59, 0.418341, 0.975084, 0.0702462
0.6, 0.418277, 0.974345, 0.0706233
0.61, 0.41822, 0.973601, 0.0710022
0.62, 0.418172, 0.97285, 0.071383
0.63, 0.418133, 0.972093, 0.0717659
0.64, 0.418102, 0.971329, 0.0721507
0.65, 0.41808, 0.970559, 0.0725377
0.66, 0.418067, 0.969781, 0.0729268
0.67, 0.418064, 0.968998, 0.0733182
0.68, 0.41807, 0.968207, 0.0737118
0.69, 0.418086, 0.967409, 0.0741077
0.7, 0.418113, 0.966603, 0.0745061
0.71, 0.41815, 0.965791, 0.074907
0.72, 0.418199, 0.96497, 0.0753104
0.73, 0.418258, 0.964142, 0.0757165
0.74, 0.41833, 0.963306, 0.0761254
0.75, 0.418413, 0.962462, 0.076537
0.76, 0.418509, 0.96161, 0.0769516
0.77, 0.418618, 0.960749, 0.0773693
0.78, 0.41874, 0.95988, 0.0777901
0.79, 0.418876, 0.959001, 0.0782142
0.8, 0.419027, 0.958114, 0.0786416
0.81, 0.419193, 0.957216, 0.0790726
0.82, 0.419374, 0.95631, 0.0795072
0.83, 0.419572, 0.955393, 0.0799457
0.84, 0.419787, 0.954466, 0.0803882
0.85, 0.420019, 0.953528, 0.0808348
0.86, 0.42027, 0.95258, 0.0812857
0.87, 0.420541, 0.95162, 0.0817412
0.88, 0.420831, 0.950649, 0.0822015
0.89, 0.421143, 0.949665, 0.0826667
0.9, 0.421478, 0.948669, 0.0831372
0.91, 0.421836, 0.94766, 0.0836133
0.92, 0.422219, 0.946637, 0.0840952
0.93, 0.422628, 0.9456, 0.0845832
0.94, 0.423065, 0.944548, 0.0850777
0.95, 0.423532, 0.943481, 0.0855792
0.96, 0.42403, 0.942398, 0.0860881
0.97, 0.424561, 0.941298, 0.0866048
0.98, 0.425129, 0.94018, 0.0871299
0.99, 0.425734, 0.939044, 0.087664
1, 0.426381, 0.937887, 0.0882077
1.01, 0.427073, 0.93671, 0.0887619
1.02, 0.427813, 0.93551, 0.0893275
1.03, 0.428605, 0.934286, 0.0899053
1.04, 0.429455, 0.933037, 0.0904966
1.05, 0.430368, 0.93176, 0.0911027
1.06, 0.431351, 0.930453, 0.0917251
1.07, 0.432411, 0.929114, 0.0923657
1.08, 0.433558, 0.927739, 0.0930267
1.09, 0.434804, 0.926325, 0.0937108
1.1, 0.436162, 0.924868, 0.0944212
1.11, 0.437649, 0.923361, 0.0951619
1.12, 0.439289, 0.921799, 0.0959383
1.13, 0.44111, 0.920172, 0.0967572
1.14, 0.443151, 0.918469, 0.0976278
1.15, 0.445469, 0.916675, 0.098563
1.16, 0.448144, 0.914768, 0.0995822
1.17, 0.451307, 0.912711, 0.100716
1.18, 0.455188, 0.910448, 0.102017
1.19, 0.460267, 0.90786, 0.1036
1.2, 0.467963, 0.904616, 0.105796
1.21, 0.122498, 0.774815, 0.259649
1.22, 0.0335026, 0.424846, 0.880386
1.23, 0.944516, 0.0748942, 0.501125
1.24, 0.869409, 0.485834, 0.342876
1.25, 0.808811, 0.60341, 0.451141
1.26, 0.74173, 0.718611, 0.557238
1.27, 0.676131, 0.835182, 0.663748
1.28, 0.612947, 0.953988, 0.770929
1.29, 0.550079, 0.073662, 0.87811
1.3, 0.487706, 0.194657, 0.984975
1.31, 0.425324, 0.315617, 0.0918282
1.32, 0.362945, 0.436575, 0.198677
1.33, 0.300567, 0.557535, 0.305526
1.34, 0.238112, 0.679135, 0.412274
1.35, -568530, 103248, 289433
1.36, -1.1702e+06, 204616, 591000
1.37, -1.76188e+06, 295985, 882568
1.38, -2.34355e+06, 377354, 1.16414e+06
1.39, -2.91522e+06, 448722, 1.4357e+06
1.4, -3.4769e+06, 510091, 1.69727e+06
1.41, -4.02857e+06, 561460, 1.94884e+06
1.42, -4.57024e+06, 602828, 2.19041e+06
1.43, -5.10192e+06, 634197, 2.42197e+06
1.44, -5.62359e+06, 655565, 2.64354e+06
1.45, -6.13526e+06, 666934, 2.85511e+06
1.46, -6.63693e+06, 668303, 3.05668e+06
1.47, -7.12861e+06, 659671, 3.24824e+06
1.48, -7.61028e+06, 641040, 3.42981e+06
1.49, -8.08195e+06, 612409, 3.60138e+06
1.5, -8.54363e+06, 573777, 3.76295e+06
1.51, -8.9953e+06, 525146, 3.91451e+06
1.52, -9.43697e+06, 466514, 4.05608e+06
1.53, -9.86865e+06, 397883, 4.18765e+06
1.54, -1.02903e+07, 319252, 4.30922e+06
1.55, -1.0702e+07, 230620, 4.42078e+06
1.56, -1.11037e+07, 131989, 4.52235e+06
1.57, -1.14953e+07, 23357.6, 4.61392e+06
1.58, -1.1877e+07, -88793.8, 4.69549e+06
1.59, -1.22487e+07, -191325, 4.76705e+06
1.6, -1.26104e+07, -283857, 4.82862e+06
1.61, -1.2962e+07, -366388, 4.88019e+06
1.62, -1.33037e+07, -438919, 4.92176e+06
1.63, -1.36354e+07, -501451, 4.95332e+06
1.64, -1.39571e+07, -553982, 4.97489e+06
1.65, -1.42687e+07, -596513, 4.98646e+06
1.66, -1.45704e+07, -629045, 4.98803e+06
1.67, -1.48621e+07, -651576, 4.97959e+06
1.68, -1.51437e+07, -664108, 4.96116e+06
1.69, -1.54154e+07, -666639, 4.93273e+06
1.7, -1.56771e+07, -659170, 4.8943e+06
1.71, -1.59288e+07, -641702, 4.84586e+06
1.72, -1.61704e+07, -614233, 4.78743e+06
1.73, -1.64021e+07, -576764, 4.719e+06
1.74, -1.66238e+07, -529296, 4.64057e+06
1.75, -1.68355e+07, -471827, 4.55213e+06
1.76, -1.70371e+07, -404359, 4.4537e+06
1.77, -1.72288e+07, -326890, 4.34527e+06
1.78, -1.74105e+07, -239421, 4.22684e+06
1.79, -1.75821e+07, -141953, 4.0984e+06
1.8, -1.77438e+07, -34484.1, 3.95997e+06
1.81, -1.78955e+07, 78014.5, 3.81154e+06
1.82, -1.80372e+07, 181383, 3.65311e+06
1.83, -1.81688e+07, 274752, 3.48467e+06
1.84, -1.82905e+07, 358120, 3.30624e+06
1.85, -1.84022e+07, 431489, 3.11781e+06
1.86, -1.85039e+07, 494858, 2.91938e+06
1.87, -1.85955e+07, 548226, 2.71094e+06
1.88, -1.86772e+07, 591595, 2.49251e+06
1.89, -1.87489e+07, 624963, 2.26408e+06
1.9, -1.88106e+07, 648332, 2.02565e+06
1.91, -1.88622e+07, 661701, 1.77721e+06
1.92, -1.89039e+07, 665069, 1.51878e+06
1.93, -1.89356e+07, 658438, 1.25035e+06
1.94, -1.89572e+07, 641807, 971917
1.95, -1.89689e+07, 615175, 683484
1.96, -1.89706e+07, 578544, 385052
1.97, -1.89623e+07, 531912, 76619.3
1.98, -1.89439e+07, 475281, -235961
1.99, -1.89156e+07, 408650, -539094
2, -1.88773e+07, 332018, -832226
2.01, -1.8829e+07, 245387, -1.11536e+06
2.02, -1.87706e+07, 148756, -1.38849e+06
2.03, -1.87023e+07, 42124.2, -1.65162e+06
2.04, -1.8624e+07, -70475.2, -1.90476e+06
2.05, -1.85357e+07, -174407, -2.14789e+06
2.06, -1.84373e+07, -268338, -2.38102e+06
2.07, -1.8329e+07, -352269, -2.60415e+06
2.08, -1.82107e+07, -426201, -2.81729e+06
2.09, -1.80823e+07, -490132, -3.02042e+06
2.1, -1.7944e+07, -544063, -3.21355e+06
2.11, -1.77957e+07, -587995, -3.39668e+06
2.12, -1.76374e+07, -621926, -3.56982e+06
2.13, -1.7469e+07, -645858, -3.73295e+06
2.14, -1.72907e+07, -659789, -3.88608e+06
2.15, -1.71024e+07, -663720, -4.02921e+06
2.16, -1.69041e+07, -657652, -4.16235e+06
2.17, -1.66957e+07, -641583, -4.28548e+06
2.18, -1.64774e+07, -615514, -4.39861e+06
2.19, -1.62491e+07, -579446, -4.50174e+06
2.2, -1.60108e+07, -533377, -4.59488e+06
2.21, -1.57624e+07, -477309, -4.67801e+06
2.22, -1.55041e+07, -411240, -4.75114e+06
2.23, -1.52358e+07, -335171, -4.81427e+06
2.24, -1.49574e+07, -249103, -4.86741e+06
2.25, -1.46691e+07, -153034, -4.91054e+06
2.26, -1.43708e+07, -46965.5, -4.94367e+06
2.27, -1.40625e+07, 65563.1, -4.9668e+06
2.28, -1.37441e+07, 169732, -4.97994e+06
2.29, -1.34158e+07, 263900, -4.98307e+06
2.3, -1.30775e+07, 348069, -4.9762e+06
2.31, -1.27292e+07, 422238, -4.95933e+06
2.32, -1.23708e+07, 486406, -4.93247e+06
2.33, -1.20025e+07, 540575, -4.8956e+06
2.34, -1.16242e+07, 584744, -4.84873e+06
2.35, -1.12358e+07, 618912, -4.79186e+06
2.36, -1.08375e+07, 643081, -4.725e+06
2.37, -1.04292e+07, 657249, -4.64813e+06
2.38, -1.00109e+07, 661418, -4.56126e+06
2.39, -9.58254e+06, 655587, -4.46439e+06
2.4, -9.14421e+06, 639755, -4.35753e+06
2.41, -8.69589e+06, 613924, -4.24066e+06
2.42, -8.23756e+06, 578092, -4.11379e+06
2.43, -7.76923e+06, 532261, -3.97692e+06
2.44, -7.29091e+06, 476430, -3.83006e+06
2.45, -6.80258e+06, 410598, -3.67319e+06
2.46, -6.30425e+06, 334767, -3.50632e+06
2.47, -5.79593e+06, 248936, -3.32945e+06
2.48, -5.2776e+06, 153104, -3.14259e+06
2.49, -4.74927e+06, 47272.8, -2.94572e+06
2.5, -4.21095e+06, -65018.5, -2.73885e+06
2.51, -3.66262e+06, -168950, -2.52198e+06
2.52, -3.10429e+06, -262881, -2.29511e+06
2.53, -2.53596e+06, -346813, -2.05825e+06
2.54, -1.95764e+06, -420744, -1.81138e+06
2.55, -1.36931e+06, -484675, -1.55451e+06
2.56, -770984, -538607, -1.28764e+06
2.57, -162658, -582538, -1.01078e+06
2.58, 450119, -616470, -723910
2.59, 1.05355e+06, -640401, -427042
2.6, 1.64697e+06, -654332, -120175
2.61, 2.2304e+06, -658264, 192787
2.62, 2.80383e+06, -652195, 497154
2.63, 3.36725e+06, -636126, 791522
2.64, 3.92068e+06, -610058, 1.07589e+06
2.65, 4.46411e+06, -573989, 1.35026e+06
2.66, 4.99753e+06, -527921, 1.61462e+06
2.67, 5.52096e+06, -471852, 1.86899e+06
2.68, 6.03439e+06, -405783, 2.11336e+06
2.69, 6.53781e+06, -329715, 2.34773e+06
2.7, 7.03124e+06, -243646, 2.57209e+06
2.71, 7.51467e+06, -147577, 2.78646e+06
2.72, 7.98809e+06, -41508.8, 2.99083e+06
2.73, 8.45152e+06, 70399.8, 3.1852e+06
2.74, 8.90495e+06, 173568, 3.36956e+06
2.75, 9.34838e+06, 266737, 3.54393e+06
2.76, 9.7818e+06, 349906, 3.7083e+06
2.77, 1.02052e+07, 423074, 3.86267e+06
2.78, 1.06187e+07, 486243, 4.00703e+06
2.79, 1.10221e+07, 539412, 4.1414e+06
2.8, 1.14155e+07, 582580, 4.26577e+06
2.81, 1.17989e+07, 615749, 4.38014e+06
2.82, 1.21724e+07, 638917, 4.4845e+06
2.83, 1.25358e+07, 652086, 4.57887e+06
2.84, 1.28892e+07, 655255, 4.66324e+06
2.85, 1.32326e+07, 648423, 4.73761e+06
2.86, 1.35661e+07, 631592, 4.80197e+06
2.87, 1.38895e+07, 604760, 4.85634e+06
2.88, 1.42029e+07, 567929, 4.90071e+06
2.89, 1.45064e+07, 521098, 4.93508e+06
2.9, 1.47998e+07, 464266, 4.95944e+06
2.91, 1.50832e+07, 397435, 4.97381e+06
2.92, 1.53566e+07, 320604, 4.97818e+06
2.93, 1.56201e+07, 233772, 4.97255e+06
2.94, 1.58735e+07, 136941, 4.95691e+06
2.95, 1.61169e+07, 30109.5, 4.93128e+06
2.96, 1.63503e+07, -81171.9, 4.89565e+06
2.97, 1.65738e+07, -183103, 4.85002e+06
2.98, 1.67872e+07, -275035, 4.79439e+06
2.99, 1.69906e+07, -356966, 4.72875e+06
3, 1.7184e+07, -428897, 4.65312e+06
3.01, 1.73675e+07, -490829, 4.56749e+06
3.02, 1.75409e+07, -542760, 4.47186e+06
3.03, 1.77043e+07, -584692, 4.36622e+06
3.04, 1.78578e+07, -616623, 4.25059e+06
3.05, 1.80012e+07, -638554, 4.12496e+06
3.06, 1.81346e+07, -650486, 3.98933e+06
3.07, 1.8258e+07, -652417, 3.84369e+06
3.08, 1.83715e+07, -644348, 3.68806e+06
3.09, 1.84749e+07, -626280, 3.52243e+06
3.1, 1.85683e+07, -598211, 3.3468e+06
3.11, 1.86517e+07, -560143, 3.16116e+06
3.12, 1.87252e+07, -512074, 2.96553e+06
3.13, 1.87886e+07, -454005, 2.7599e+06
3.14, 1.8842e+07, -385937, 2.54427e+06
3.15, 1.88854e+07, -307868, 2.31863e+06
3.16, 1.89189e+07, -219799, 2.083e+06
3.17, 1.89423e+07, -121731, 1.83737e+06
3.18, 1.89557e+07, -13662.2, 1.58174e+06
3.19, 1.89592e+07, 96574.4, 1.3161e+06
3.2, 1.89526e+07, 196943, 1.04047e+06
3.21, 1.8936e+07, 287312, 754838
3.22, 1.89094e+07, 367680, 459206
3.23, 1.88729e+07, 438049, 153573
3.24, 1.88263e+07, 498418, -159407
3.25, 1.87697e+07, 548786, -464740
3.26, 1.87031e+07, 589155, -760072
3.27, 1.86266e+07, 619523, -1.0454e+06
3.28, 1.854e+07, 639892, -1.32074e+06
3.29, 1.84434e+07, 650261, -1.58607e+06
3.3, 1.83369e+07, 650629, -1.8414e+06
3.31, 1.82203e+07, 640998, -2.08673e+06
3.32, 1.80937e+07, 621367, -2.32207e+06
3.33, 1.79571e+07, 591735, -2.5474e+06
3.34, 1.78106e+07, 552104, -2.76273e+06
3.35, 1.7654e+07, 502472, -2.96806e+06
3.36, 1.74874e+07, 442841, -3.1634e+06
3.37, 1.73108e+07, 373210, -3.34873e+06
3.38, 1.71243e+07, 293578, -3.52406e+06
3.39, 1.69277e+07, 203947, -3.68939e+06
3.4, 1.67211e+07, 104315, -3.84473e+06
3.41, 1.65045e+07, -5285.88, -3.99006e+06
3.42, 1.6278e+07, -113817, -4.12539e+06
3.43, 1.60414e+07, -212349, -4.25072e+06
3.44, 1.57948e+07, -300880, -4.36606e+06
3.45, 1.55383e+07, -379411, -4.47139e+06
